0.459450,0.214176,0.121241,0.096848,-0.050763,-0.052350,-0.055886,0.219029,0.099068,0.047444,-0.035821,-0.042706,0.229716,0.043610,0.045517,0.030166,0.016334,-0.001080,0.037176,0.097953,-0.024841,0.109244,-0.511254,-0.288649,0.387632,0.440982,0.475616,-0.316342,-0.197274,0.389537,-0.466490,0.232937
0.480441,0.231310,0.140111,0.126565,0.000035,-0.079234,-0.058648,0.259579,0.111113,0.058550,-0.048243,-0.064226,0.247792,0.058294,0.043214,0.007648,-0.009928,-0.040590,0.014119,0.096219,-0.010824,0.130638,-0.505203,-0.277201,0.382676,0.443753,0.471414,-0.323033,-0.186751,0.382376,-0.445094,0.196528
0.571738,0.317407,0.142558,0.141679,-0.013209,-0.044408,-0.032442,0.331082,0.152262,0.049497,-0.018042,-0.049540,0.323081,0.050836,0.036009,0.005619,0.068759,-0.070806,0.054603,0.141610,-0.024315,0.141702,-0.464101,-0.306150,0.373679,0.419435,0.443711,-0.313303,-0.204905,0.354704,-0.435942,0.173962
0.485996,0.243597,0.100724,0.098379,-0.103935,-0.048210,-0.047035,0.222843,0.117725,0.030649,-0.031550,-0.041811,0.239852,0.025275,0.037221,0.048800,0.065769,-0.013865,0.042216,0.127098,-0.055376,0.107946,-0.484767,-0.283953,0.358203,0.421822,0.442599,-0.283383,-0.197511,0.358937,-0.459709,0.238156
0.426775,0.202431,0.113508,0.093200,-0.020408,-0.030215,-0.061495,0.205579,0.085038,0.052917,-0.047949,-0.039119,0.213290,0.041958,0.045656,0.016083,-0.006087,-0.026552,0.036636,0.091691,-0.048203,0.096433,-0.502423,-0.281018,0.393793,0.452256,0.491369,-0.303315,-0.206619,0.393695,-0.459143,0.212437
0.375157,0.162562,0.083902,0.073565,-0.055638,-0.033312,-0.040293,0.154327,0.080406,0.042395,-0.038097,-0.035266,0.162283,0.042505,0.052049,0.063985,-0.010325,-0.022612,0.059106,0.086244,-0.045987,0.084695,-0.506603,-0.292570,0.389977,0.437552,0.485232,-0.294912,-0.180860,0.389987,-0.475392,0.266401
0.369474,0.162108,0.085832,0.089417,-0.053317,-0.059122,-0.064735,0.154519,0.079420,0.045316,-0.068966,-0.056084,0.157066,0.035168,0.039351,0.041199,-0.023678,-0.028005,0.011611,0.082286,-0.075491,0.082148,-0.496930,-0.257931,0.366521,0.441451,0.477871,-0.270332,-0.183823,0.374439,-0.452188,0.233115
0.468606,0.257833,0.101080,0.113708,-0.025462,-0.013618,-0.052339,0.242526,0.111163,0.044830,-0.051251,-0.044636,0.243031,0.028322,0.033283,0.008669,0.032922,-0.090826,0.037828,0.127486,-0.093050,0.102676,-0.454506,-0.270196,0.364425,0.438131,0.461103,-0.261370,-0.216360,0.354380,-0.431610,0.170536
0.449703,0.248614,0.078250,0.101042,-0.054738,-0.000209,-0.037414,0.217585,0.111411,0.035230,-0.041828,-0.036102,0.222702,0.022742,0.034841,0.036232,0.048663,-0.094803,0.058657,0.134556,-0.103251,0.093361,-0.446538,-0.278718,0.358942,0.426927,0.452746,-0.247307,-0.209505,0.346533,-0.439214,0.196461
0.478721,0.228095,0.108929,0.103717,-0.099449,-0.075886,-0.050463,0.220003,0.117562,0.034234,-0.036391,-0.053682,0.230450,0.033771,0.038080,0.051349,0.046612,-0.002161,0.027228,0.114986,-0.036977,0.114723,-0.498089,-0.279663,0.357577,0.421634,0.443268,-0.294621,-0.184400,0.361976,-0.460236,0.245660
0.489377,0.234628,0.140725,0.128687,-0.013881,-0.089410,-0.058312,0.261649,0.116268,0.056034,-0.047027,-0.067468,0.250719,0.057007,0.041448,0.012585,-0.002073,-0.032472,0.010296,0.098427,-0.007977,0.133632,-0.506066,-0.276296,0.376595,0.438912,0.463876,-0.322825,-0.183109,0.377816,-0.445471,0.202191
0.468200,0.256113,0.082970,0.098336,-0.070878,-0.003194,-0.036894,0.223750,0.115587,0.032340,-0.033936,-0.032582,0.234772,0.021049,0.036000,0.039986,0.063563,-0.076339,0.062972,0.138355,-0.093073,0.097388,-0.452886,-0.285000,0.360392,0.424637,0.448817,-0.256362,-0.210825,0.349422,-0.445847,0.207119
0.500886,0.242512,0.112069,0.111777,-0.083714,-0.079910,-0.010863,0.252012,0.139985,0.032173,-0.004376,-0.052261,0.249906,0.057334,0.047066,0.082225,0.065419,-0.020115,0.069818,0.127107,0.006134,0.130865,-0.496493,-0.319463,0.370450,0.395202,0.432402,-0.317487,-0.160010,0.356355,-0.467527,0.269695
0.431995,0.198320,0.109488,0.091686,-0.014257,-0.038540,-0.000368,0.220121,0.110768,0.048501,0.001585,-0.035778,0.212911,0.075640,0.061049,0.078991,0.010086,-0.043738,0.103580,0.100229,0.015707,0.115721,-0.508585,-0.341404,0.416183,0.414313,0.479506,-0.337794,-0.165303,0.391384,-0.480759,0.270857
0.450636,0.224671,0.118916,0.097106,-0.004844,-0.013925,-0.052461,0.229346,0.092117,0.054382,-0.037023,-0.032299,0.235313,0.044937,0.048240,0.010987,0.004687,-0.044764,0.053801,0.101567,-0.041718,0.103504,-0.495635,-0.292560,0.401373,0.452321,0.491629,-0.310221,-0.212609,0.394993,-0.458843,0.202644
0.426538,0.193599,0.111956,0.093127,0.000329,-0.039212,0.001129,0.222194,0.109675,0.051660,0.001258,-0.037080,0.210360,0.080799,0.063432,0.076988,-0.001446,-0.050069,0.105250,0.095992,0.022807,0.118146,-0.510957,-0.343494,0.420828,0.416831,0.484455,-0.343613,-0.162522,0.395211,-0.480454,0.269313
0.507900,0.277379,0.114835,0.107557,-0.019630,0.000547,-0.017797,0.274792,0.127042,0.045000,-0.006133,-0.025409,0.277975,0.047563,0.046590,0.032728,0.062133,-0.073507,0.095276,0.135305,-0.036687,0.116118,-0.468143,-0.324192,0.395547,0.422170,0.464292,-0.306736,-0.208677,0.370833,-0.456546,0.206429
0.460368,0.255006,0.075526,0.102707,-0.073043,-0.007488,-0.037144,0.219680,0.117571,0.030571,-0.041051,-0.038597,0.226776,0.019242,0.032321,0.041820,0.062196,-0.089729,0.054821,0.140844,-0.106005,0.095893,-0.443650,-0.276285,0.349942,0.421101,0.442136,-0.241998,-0.207061,0.338776,-0.437678,0.200974
0.478350,0.233848,0.103532,0.103341,-0.105217,-0.068169,-0.055667,0.217638,0.116481,0.032281,-0.042449,-0.052520,0.231099,0.026296,0.034173,0.045597,0.053120,-0.007537,0.021977,0.119915,-0.056071,0.109226,-0.488891,-0.271886,0.350857,0.423001,0.440733,-0.280820,-0.191852,0.356099,-0.454821,0.235556
0.468238,0.254867,0.085638,0.098723,-0.068656,-0.005470,-0.039377,0.224389,0.114374,0.033364,-0.035441,-0.033436,0.235475,0.021478,0.036114,0.037214,0.060671,-0.072975,0.059934,0.136460,-0.091406,0.097701,-0.455400,-0.283725,0.361444,0.426413,0.450599,-0.258594,-0.211441,0.351377,-0.446032,0.205864
0.434493,0.197456,0.077345,0.101690,-0.138150,-0.103010,-0.040052,0.178421,0.121501,0.022019,-0.046360,-0.069755,0.180380,0.030084,0.034441,0.090018,0.042411,-0.017845,0.016670,0.116396,-0.055068,0.108677,-0.488240,-0.265774,0.328395,0.402835,0.419694,-0.262733,-0.154579,0.335998,-0.455041,0.274852
0.415811,0.203640,0.083232,0.086876,-0.076574,-0.029407,-0.056396,0.179499,0.092212,0.036576,-0.051846,-0.040066,0.193669,0.023816,0.037740,0.041430,0.024859,-0.032604,0.034694,0.108491,-0.086473,0.084524,-0.480718,-0.269901,0.363966,0.435537,0.465471,-0.263737,-0.201310,0.366015,-0.454304,0.228063
0.358956,0.147967,0.070619,0.082344,-0.087438,-0.073408,-0.046074,0.135967,0.087089,0.035171,-0.056168,-0.057309,0.136851,0.037715,0.043666,0.079172,-0.013361,-0.023013,0.026918,0.086111,-0.060739,0.085163,-0.500953,-0.268899,0.358634,0.425046,0.462159,-0.270366,-0.160516,0.366356,-0.463162,0.274610
0.460134,0.231891,0.126565,0.132567,0.005920,-0.074107,-0.069621,0.249949,0.108144,0.058040,-0.070519,-0.072453,0.233657,0.047704,0.034010,-0.005286,-0.017211,-0.072287,-0.006680,0.099937,-0.055373,0.119466,-0.482618,-0.253295,0.364502,0.446547,0.467141,-0.288105,-0.193620,0.365394,-0.424810,0.167060
0.344206,0.171742,0.060014,0.080732,-0.017454,0.004613,-0.034931,0.149657,0.076023,0.045368,-0.053779,-0.033044,0.146511,0.036054,0.046449,0.050592,-0.023207,-0.098388,0.064311,0.094963,-0.098170,0.069342,-0.466296,-0.279442,0.380500,0.440559,0.487895,-0.252897,-0.189938,0.371851,-0.451813,0.224274
0.465528,0.233599,0.081560,0.102366,-0.125522,-0.064746,-0.045177,0.204131,0.122423,0.023255,-0.043613,-0.054658,0.215103,0.020214,0.031247,0.064282,0.065951,-0.031039,0.027072,0.132012,-0.077163,0.104699,-0.471056,-0.267890,0.334121,0.411108,0.424555,-0.255264,-0.183258,0.336913,-0.448913,0.242607
0.373514,0.162669,0.096305,0.083443,-0.028515,-0.040237,-0.060096,0.163542,0.073571,0.051133,-0.057026,-0.044525,0.168106,0.042773,0.046908,0.034651,-0.029873,-0.024455,0.031673,0.077852,-0.056181,0.084099,-0.507243,-0.274719,0.389745,0.449756,0.495085,-0.292565,-0.191667,0.393014,-0.462331,0.233490
0.449069,0.249588,0.075552,0.100583,-0.056277,0.002488,-0.034847,0.216747,0.112347,0.034372,-0.040347,-0.035094,0.221690,0.022391,0.034819,0.038892,0.051022,-0.098545,0.061983,0.136197,-0.104938,0.092837,-0.444013,-0.280090,0.358183,0.425307,0.451356,-0.245129,-0.208955,0.344801,-0.439095,0.197557
0.483737,0.244020,0.097690,0.107956,-0.108686,-0.065834,-0.054713,0.222510,0.121472,0.029552,-0.045963,-0.054937,0.234091,0.022252,0.030643,0.044815,0.061443,-0.023356,0.019446,0.128477,-0.069707,0.109272,-0.476571,-0.266388,0.341292,0.419343,0.432108,-0.267113,-0.192795,0.345110,-0.446935,0.226156
0.367462,0.159289,0.089331,0.073710,-0.013783,-0.017959,-0.026590,0.164070,0.077426,0.050014,-0.027824,-0.030165,0.163512,0.056865,0.060166,0.063007,-0.027491,-0.047562,0.082073,0.082905,-0.026857,0.089679,-0.509520,-0.309511,0.411427,0.441454,0.499515,-0.311871,-0.179052,0.402637,-0.479078,0.262256
0.462926,0.220595,0.125267,0.098512,-0.010394,-0.034413,-0.025613,0.241257,0.108296,0.052831,-0.011095,-0.034579,0.241166,0.065479,0.055332,0.042719,0.014260,-0.028207,0.079134,0.100624,0.004486,0.117099,-0.508664,-0.324342,0.412275,0.431129,0.484439,-0.338375,-0.187997,0.396268,-0.472721,0.240031
